GRUPO;CODIGO_COMPOSICAO;DESCRICAO;UNIDADE;CUSTO_TOTAL_SP_RS
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5714;TRATOR DE PNEUS, POTÊNCIA 85 CV, TRAÇÃO 4X4, PESO COM LASTRO DE 4.675 KG - MANUTENÇÃO. AF_06/2014;H;15.44
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5715;TRATOR DE PNEUS, POTÊNCIA 85 CV, TRAÇÃO 4X4, PESO COM LASTRO DE 4.675 KG - MATERIAIS NA OPERAÇÃO. AF_06/2014;H;74.09
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;102906;UNIDADE DOSADORA AIRLESS TIPO HOT SPRAY - DEPRECIAÇÃO. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;102907;UNIDADE DOSADORA AIRLESS TIPO HOT SPRAY - JUROS. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;102908;UNIDADE DOSADORA AIRLESS TIPO HOT SPRAY - MANUTENÇÃO. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;102909;UNIDADE DOSADORA AIRLESS TIPO HOT SPRAY - MATERIAIS NA OPERAÇÃO. AF_05/2023;H;3.54
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93435;USINA DE ASFALTO À FRIO, CAPACIDADE DE 40 A 60 TON/HORA, ELÉTRICA POTÊNCIA 30 CV - DEPRECIAÇÃO. AF_05/2023;H;9.81
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93436;USINA DE ASFALTO À FRIO, CAPACIDADE DE 40 A 60 TON/HORA, ELÉTRICA POTÊNCIA 30 CV - JUROS. AF_05/2023;H;3.02
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93437;USINA DE ASFALTO À FRIO, CAPACIDADE DE 40 A 60 TON/HORA, ELÉTRICA POTÊNCIA 30 CV - MANUTENÇÃO. AF_05/2023;H;10.73
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93438;USINA DE ASFALTO À FRIO, CAPACIDADE DE 40 A 60 TON/HORA, ELÉTRICA POTÊNCIA 30 CV - MATERIAIS NA OPERAÇÃO. AF_05/2023;H;123.5
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100643;USINA DE ASFALTO, TIPO GRAVIMÉTRICA, PROD 150 TON/HORA - DEPRECIAÇÃO. AF_12/2019;H;439.84
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100644;USINA DE ASFALTO, TIPO GRAVIMÉTRICA, PROD 150 TON/HORA - JUROS. AF_12/2019;H;155.04
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100645;USINA DE ASFALTO, TIPO GRAVIMÉTRICA, PROD 150 TON/HORA - MANUTENÇÃO. AF_12/2019;H;707.05
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100646;USINA DE ASFALTO, TIPO GRAVIMÉTRICA, PROD 150 TON/HORA - MATERIAIS NA OPERAÇÃO. AF_12/2019;H;5922
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;95116;USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 90 A 120 M3/H, SEM SILO - DEPRECIAÇÃO. AF_07/2016;H;33.31
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;95117;USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 90 A 120 M3/H, SEM SILO - JUROS. AF_07/2016;H;10.27
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;53794;USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 90 A 120 M3/H, SEM SILO - MANUTENÇÃO. AF_07/2016;H;36.44
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5703;USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 90 A 120 M3/H, SEM SILO - MATERIAIS NA OPERAÇÃO. AF_07/2016;H;20.7
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106089;USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESERVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL MONTADA SOBRE CAVALO MECÂNICO TRAÇÃO 4 X 2, PESO BRUTO 16000 KG, CAPACIDADE MÁXIMA DE TRAÇÃO DE 36000 KG, POTÊNCIA 286 CV, EXCLUSIVE SEMIREBOQUE - DEPRECIAÇÃO. AF_08/2025;H;51.75
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106092;USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESERVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL MONTADA SOBRE CAVALO MECÂNICO TRAÇÃO 4 X 2, PESO BRUTO 16000 KG, CAPACIDADE MÁXIMA DE TRAÇÃO DE 36000 KG, POTÊNCIA 286 CV, EXCLUSIVE SEMIREBOQUE - IMPOSTOS E SEGUROS. AF_08/2025;H;8.59
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106090;USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESERVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL MONTADA SOBRE CAVALO MECÂNICO TRAÇÃO 4 X 2, PESO BRUTO 16000 KG, CAPACIDADE MÁXIMA DE TRAÇÃO DE 36000 KG, POTÊNCIA 286 CV, EXCLUSIVE SEMIREBOQUE - JUROS. AF_08/2025;H;21.27
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106091;USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESERVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL MONTADA SOBRE CAVALO MECÂNICO TRAÇÃO 4 X 2, PESO BRUTO 16000 KG, CAPACIDADE MÁXIMA DE TRAÇÃO DE 36000 KG, POTÊNCIA 286 CV, EXCLUSIVE SEMIREBOQUE - MANUTENÇÃO. AF_08/2025;H;97.02
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106093;USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESERVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL MONTADA SOBRE CAVALO MECÂNICO TRAÇÃO 4 X 2, PESO BRUTO 16000 KG, CAPACIDADE MÁXIMA DE TRAÇÃO DE 36000 KG, POTÊNCIA 286 CV, EXCLUSIVE SEMIREBOQUE - MATERIAIS NA OPERAÇÃO. AF_08/2025;H;138.5
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100637;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 100 A 140 TON/HORA - DEPRECIAÇÃO. AF_12/2019;H;214.66
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100638;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 100 A 140 TON/HORA - JUROS. AF_12/2019;H;65.98
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100639;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 100 A 140 TON/HORA - MANUTENÇÃO. AF_12/2019;H;268.53
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;100640;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 100 A 140 TON/HORA - MATERIAIS NA OPERAÇÃO. AF_12/2019;H;4737.6
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93429;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 40 A 80 TON/HORA - DEPRECIAÇÃO. AF_05/2023;H;174.76
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93430;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 40 A 80 TON/HORA - JUROS. AF_05/2023;H;53.72
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93431;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 40 A 80 TON/HORA - MANUTENÇÃO. AF_05/2023;H;218.62
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;93432;USINA DE MISTURA ASFÁLTICA À QUENTE, TIPO CONTRA FLUXO, PROD 40 A 80 TON/HORA - MATERIAIS NA OPERAÇÃO. AF_05/2023;H;2368.8
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;95118;USINA MISTURADORA DE SOLOS, CAPACIDADE DE 200 A 500 TON/H, POTENCIA 75KW - DEPRECIAÇÃO. AF_07/2016;H;80.15
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;95119;USINA MISTURADORA DE SOLOS, CAPACIDADE DE 200 A 500 TON/H, POTENCIA 75KW - JUROS. AF_07/2016;H;24.72
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5707;USINA MISTURADORA DE SOLOS, CAPACIDADE DE 200 A 500 TON/H, POTENCIA 75KW - MANUTENÇÃO. AF_07/2016;H;87.69
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;95120;USINA MISTURADORA DE SOLOS, CAPACIDADE DE 200 A 500 TON/H, POTENCIA 75KW - MATERIAIS NA OPERAÇÃO. AF_07/2016;H;55.46
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;103657;VARREDEIRA DE GRAMA SINTÉTICA A GASOLINA, 2,4 CV, 4 TEMPOS - DEPRECIAÇÃO. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;103658;VARREDEIRA DE GRAMA SINTÉTICA A GASOLINA, 2,4 CV, 4 TEMPOS - JUROS. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;103659;VARREDEIRA DE GRAMA SINTÉTICA A GASOLINA, 2,4 CV, 4 TEMPOS - MANUTENÇÃO. AF_05/2023;H;0
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;103660;VARREDEIRA DE GRAMA SINTÉTICA A GASOLINA, 2,4 CV, 4 TEMPOS - MATERIAIS NA OPERAÇÃO. AF_05/2023;H;12.47
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89015;VASSOURA MECÂNICA REBOCÁVEL COM ESCOVA CILÍNDRICA, LARGURA ÚTIL DE VARRIMENTO DE 2,44 M - DEPRECIAÇÃO. AF_06/2014;H;3.86
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89016;VASSOURA MECÂNICA REBOCÁVEL COM ESCOVA CILÍNDRICA, LARGURA ÚTIL DE VARRIMENTO DE 2,44 M - JUROS. AF_06/2014;H;1.02
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;53804;VASSOURA MECÂNICA REBOCÁVEL COM ESCOVA CILÍNDRICA, LARGURA ÚTIL DE VARRIMENTO DE 2,44 M - MANUTENÇÃO. AF_06/2014;H;4.82
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;90582;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - DEPRECIAÇÃO. AF_06/2015;H;0.49
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;90583;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - JUROS. AF_06/2015;H;0.11
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;90584;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - MANUTENÇÃO. AF_06/2015;H;0.38
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;90585;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - MATERIAIS NA OPERAÇÃO. AF_06/2015;H;0.45
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106380;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,60 M A 5,75 M, POT. 110 HP, CAP. 450 T/ H - DEPRECIAÇÃO. AF_11/2025;H;72.95
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106381;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,60 M A 5,75 M, POT. 110 HP, CAP. 450 T/ H - JUROS. AF_11/2025;H;25.71
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106382;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,60 M A 5,75 M, POT. 110 HP, CAP. 450 T/ H - MANUTENÇÃO. AF_11/2025;H;117.26
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106383;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,60 M A 5,75 M, POT. 110 HP, CAP. 450 T/ H - MATERIAIS NA OPERAÇÃO. AF_11/2025;H;102.58
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106376;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MÁX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H - DEPRECIAÇÃO. AF_11/2025;H;172.03
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106377;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MÁX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H - JUROS. AF_11/2025;H;60.64
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106378;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MÁX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H - MANUTENÇÃO. AF_11/2025;H;276.55
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106379;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MÁX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H - MATERIAIS NA OPERAÇÃO. AF_11/2025;H;124.95
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89240;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - DEPRECIAÇÃO. AF_11/2014;H;88.38
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89241;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - JUROS. AF_11/2014;H;31.15
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5710;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - MANUTENÇÃO. AF_11/2014;H;142.07
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;5711;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - MATERIAIS NA OPERAÇÃO. AF_11/2014;H;97.91
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89253;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - DEPRECIAÇÃO. AF_11/2014;H;72.42
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89254;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - JUROS. AF_11/2014;H;25.53
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89255;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - MANUTENÇÃO. AF_11/2014;H;116.42
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;89256;VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - MATERIAIS NA OPERAÇÃO. AF_11/2014;H;93.23
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106384;VIBROACABADORA DE ASFALTO SOBRE RODAS, LARGURA DE PAVIMENTAÇÃO DE 1,70 A 4,20 M, POTÊNCIA 78 KW/105 HP, CAPACIDADE 300 T/H - DEPRECIAÇÃO. AF_11/2025;H;89.46
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106385;VIBROACABADORA DE ASFALTO SOBRE RODAS, LARGURA DE PAVIMENTAÇÃO DE 1,70 A 4,20 M, POTÊNCIA 78 KW/105 HP, CAPACIDADE 300 T/H - JUROS. AF_11/2025;H;27.6
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106386;VIBROACABADORA DE ASFALTO SOBRE RODAS, LARGURA DE PAVIMENTAÇÃO DE 1,70 A 4,20 M, POTÊNCIA 78 KW/105 HP, CAPACIDADE 300 T/H - MANUTENÇÃO. AF_11/2025;H;125.87
Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos;106387;VIBROACABADORA DE ASFALTO SOBRE RODAS, LARGURA DE PAVIMENTAÇÃO DE 1,70 A 4,20 M, POTÊNCIA 78 KW/105 HP, CAPACIDADE 300 T/H - MATERIAIS NA OPERAÇÃO. AF_11/2025;H;97.91
Detecção de incêndio e alarme;106489;ACIONADOR MANUAL, TIPO COM SIRENE, SISTEMA CONVENCIONAL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106491;ACIONADOR MANUAL, TIPO QUEBRA VIDRO COM MARTELINHO, SISTEMA CONVENCIONAL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106493;ACIONADOR MANUAL, TIPO QUEBRA VIDRO COM MARTELINHO, SISTEMA ENDEREÇÁVEL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106490;ACIONADOR MANUAL, TIPO REARMÁVEL, SISTEMA CONVENCIONAL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106492;ACIONADOR MANUAL, TIPO REARMÁVEL, SISTEMA ENDEREÇÁVEL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106496;CENTRAL DE ALARME DE 12 LAÇOS, SISTEMA CONVENCIONAL, COM ATÉ 20 DISPOSITIVOS POR LAÇO, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106497;CENTRAL DE ALARME DE 24 LAÇOS, SISTEMA CONVENCIONAL, COM ATÉ 20 DISPOSITIVOS POR LAÇO, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106495;CENTRAL DE ALARME DE 6 LAÇOS, SISTEMA CONVENCIONAL, COM ATÉ 20 DISPOSITIVOS POR LAÇO, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106498;CENTRAL DE ALARME DE INCÊNDIO ENDEREÇÁVEL PARA ATÉ 500 PONTOS, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106494;DETECTOR DE GÁS NATURAL E GLP BIVOLT COM LED INDICADOR E SIRENE EMBUTIDA, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106485;DETECTOR ÓPTICO DE FUMAÇA CONVENCIONAL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106486;DETECTOR ÓPTICO DE FUMAÇA ENDEREÇÁVEL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106487;SIRENE AUDIOVISUAL, SISTEMA CONVENCIONAL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Detecção de incêndio e alarme;106488;SIRENE AUDIOVISUAL, SISTEMA ENDEREÇÁVEL, FORNECIMENTO E INSTALAÇÃO. AF_12/2025;UN;0
Dispositivos Auxiliares Viários;103741;FORNECIMENTO E INSTALAÇÃO DE BALIZADOR SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103755;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL NEW JERSEY DUPLA - 1070 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103753;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL NEW JERSEY DUPLA - 810 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103754;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL NEW JERSEY SIMPLES - 1070 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103752;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL NEW JERSEY SIMPLES - 810 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103759;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL TIPO F DUPLA - 1070 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103757;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL TIPO F DUPLA - 810 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103758;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL TIPO F SIMPLES - 1070 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103756;FORNECIMENTO E INSTALAÇÃO DE BARREIRA DE CONCRETO PERFIL TIPO F SIMPLES - 810 MM. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103734;FORNECIMENTO E INSTALAÇÃO DE BATE RODAS SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103740;FORNECIMENTO E INSTALAÇÃO DE CALOTA SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103747;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA MALEÁVEL DUPLA, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103746;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA MALEÁVEL SIMPLES, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103749;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA SEMI MALEÁVEL DUPLA, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103744;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA SEMI MALEÁVEL SIMPLES (ANCORAGEM), SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103748;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA SEMI MALEÁVEL SIMPLES, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103745;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA SEMI-MALEAVEL DUPLA (ANCORAGEM), SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103751;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA TRIPLA ONDA DUPLA, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103750;FORNECIMENTO E INSTALAÇÃO DE DEFENSA METÁLICA TRIPLA ONDA SIMPLES, SOBRE SOLO. AF_03/2022;M;0
Dispositivos Auxiliares Viários;103738;FORNECIMENTO E INSTALAÇÃO DE PRISMA SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103736;FORNECIMENTO E INSTALAÇÃO DE SEGREGADOR SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103739;FORNECIMENTO E INSTALAÇÃO DE TACHA SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103737;FORNECIMENTO E INSTALAÇÃO DE TACHÃO SOBRE ASFALTO. AF_03/2022;UN;0
Dispositivos Auxiliares Viários;103742;FORNECIMENTO E INSTALAÇÃO DE TERMINAL DE ANCORAGEM DE DEFENSA METÁLICA, EM BARREIRA DE CONCRETO. AF_03/2022;UN;0
Dissipadores de Energia;103797;ARMAÇÃO DE DESCIDA D'ÁGUA UTILIZANDO AÇO CA-60 DE 5 MM - MONTAGEM. AF_08/2022;KG;17.69
Dissipadores de Energia;103930;BACIA DE DISSIPAÇÃO, LARGURA ATÉ 1 M, TIPO BACIA EM PEDRA DE MÃO FIXADA COM CONCRETO (DEB 01, 02), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022;M3;834.53
Dissipadores de Energia;103931;BACIA DE DISSIPAÇÃO, LARGURA DE 1 A 4 M, TIPO BACIA EM PEDRA DE MÃO FIXADA COM CONCRETO (DEB 03, 04, 05, 06), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022;M3;617.48
