GRUPO;CODIGO_INSUMO;DESCRICAO;UNIDADE;PRECO_UNIT_SP_RS
MATERIAL;40782;CALHA QUADRADA DE CHAPA DE ACO GALVANIZADA NUM 24, CORTE 33 CM;M;34.43
MATERIAL;40783;CALHA QUADRADA DE CHAPA DE ACO GALVANIZADA NUM 24, CORTE 50 CM;M;44.85
MATERIAL;1109;CALHA QUADRADA DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 33 CM;M;26.7
MATERIAL;1119;CALHA QUADRADA DE CHAPA DE ACO GALVANIZADA NUM 28, CORTE 25 CM;M;17.21
MATERIAL;13115;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 20 CM, PARA AGUA PLUVIAL;M;29.24
MATERIAL;10541;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 30 CM, PARA AGUA PLUVIAL;M;35.73
MATERIAL;10542;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 40 CM, PARA AGUA PLUVIAL;M;46.73
MATERIAL;10543;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 50 CM, PARA AGUA PLUVIAL;M;75.82
MATERIAL;10544;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 60 CM, PARA AGUA PLUVIAL;M;98.07
MATERIAL;10545;CALHA/CANALETA DE CONCRETO SIMPLES, TIPO MEIA CANA, DIAMETRO DE 80 CM, PARA AGUA PLUVIAL;M;183.27
MATERIAL;38365;CAMADA SEPARADORA DE FILME DE POLIETILENO 20 A 25 MICRA;M2;2.31
EQUIPAMENTO (AQUISIÇÃO);44056;CAMINHAO TOCO, PESO BRUTO TOTAL 10700 KG, CARGA UTIL MAXIMA 7400 KG, DISTANCIA ENTRE EIXOS 4,00 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;490767.54
EQUIPAMENTO (AQUISIÇÃO);44057;CAMINHAO TOCO, PESO BRUTO TOTAL 13200 KG, CARGA UTIL MAXIMA 9200 KG, DISTANCIA ENTRE EIXOS 3,31 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;523800
EQUIPAMENTO (AQUISIÇÃO);37754;CAMINHAO TOCO, PESO BRUTO TOTAL 14300 KG, CARGA UTIL MAXIMA 9480 KG, DISTANCIA ENTRE EIXOS 4,80 M, POTENCIA 185 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;541543.14
EQUIPAMENTO (AQUISIÇÃO);44058;CAMINHAO TOCO, PESO BRUTO TOTAL 16000 KG, CARGA UTIL MAXIMA 10830 KG, DISTANCIA ENTRE EIXOS 3,56 M, POTENCIA 226 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;570989.19
EQUIPAMENTO (AQUISIÇÃO);37752;CAMINHAO TOCO, PESO BRUTO TOTAL 16000 KG, CARGA UTIL MAXIMA 11030 KG, DISTANCIA ENTRE EIXOS 5,41 M, POTENCIA 185 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;594583.76
EQUIPAMENTO (AQUISIÇÃO);37758;CAMINHAO TRUCADO, PESO BRUTO TOTAL 23000 KG, CARGA UTIL MAXIMA 15285 KG, DISTANCIA ENTRE EIXOS 4,80 M, POTENCIA 326 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;749364.3
EQUIPAMENTO (AQUISIÇÃO);44060;CAMINHAO TRUCADO, PESO BRUTO TOTAL 23000 KG, CARGA UTIL MAXIMA 15460 KG, DISTANCIA ENTRE EIXOS 4,80 M, POTENCIA 286 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;724825.95
EQUIPAMENTO (AQUISIÇÃO);44061;CAMINHAO TRUCADO, PESO BRUTO TOTAL 23000 KG, CARGA UTIL MAXIMA 16540 KG, DISTANCIA ENTRE EIXOS 4,80 M, POTENCIA 256 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA);UN;710669.21
EQUIPAMENTO (AQUISIÇÃO);1159;CAMINHONETE COM MOTOR A DIESEL, POTENCIA *160* CV, CABINE DUPLA, 4X4;UN;281980
MATERIAL;12114;CAMPAINHA ALTA POTENCIA 110V / 220V, DIAMETRO 150 MM;UN;145.99
MATERIAL;38106;CAMPAINHA CIGARRA 127 V / 220 V (APENAS MODULO);UN;19.84
MATERIAL;38085;"CAMPAINHA CIGARRA 127 V / 220 V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;23.43
MATERIAL;659;CANALETA DE CONCRETO 14 X 19 X 19 CM (CLASSE C - NBR 6136);UN;3.14
MATERIAL;660;CANALETA DE CONCRETO 19 X 19 X 19 CM (CLASSE C - NBR 6136);UN;3.77
MATERIAL;658;CANALETA DE CONCRETO 9 X 19 X 19 CM (CLASSE C - NBR 6136);UN;2.12
MATERIAL;38599;CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 29 CM, FBK 14 MPA (NBR 6136);UN;6.54
MATERIAL;38596;CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 29 CM, FBK 4,5 MPA (NBR 6136);UN;5.43
MATERIAL;38600;CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 39 CM, FBK 14 MPA (NBR 6136);UN;6.93
MATERIAL;38597;CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 39 CM, FBK 4,5 MPA (NBR 6136);UN;5.47
MATERIAL;38548;CANALETA ESTRUTURAL CERAMICA DE 14 X 19 X 19 CM (L X A X C) E 6,0 MPA;UN;1.97
MATERIAL;34649;CANALETA ESTRUTURAL CERAMICA DE 14 X 19 X 29 CM (L X A X C) E 6,0 MPA;UN;2.89
MATERIAL;34655;CANALETA ESTRUTURAL CERAMICA DE 14 X 19 X 39 CM (L X A X C) E 6,0 MPA;UN;4.25
MATERIAL;40607;CANOPLA ACABAMENTO CROMADO PARA INSTALACAO DE SPRINKLER, SOB FORRO, 15 MM;UN;5.99
MATERIAL;567;CANTONEIRA (ABAS IGUAIS) EM ACO CARBONO, 25,4 MM X 3,17 MM (L X E), 1,27KG/M;M;11.27
MATERIAL;574;CANTONEIRA (ABAS IGUAIS) EM ACO CARBONO, 38,1 MM X 3,17 MM (L X E), 3,48 KG/M;M;29.64
MATERIAL;568;CANTONEIRA (ABAS IGUAIS) EM ACO CARBONO, 50,8 MM X 9,53 MM (L X E), 6,99 KG/M;M;62.45
MATERIAL;4777;"CANTONEIRA ACO ABAS IGUAIS (QUALQUER BITOLA), ESPESSURA ENTRE 1/8"" E 1/4""";KG;8.02
MATERIAL;592;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 25,40 MM (1""), ESPESSURA DE 3,17 MM (1/8"") E PESO LINEAR DE APROXIMADAMENTE 0,408 KG/M";KG;40.65
MATERIAL;586;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 25,40 MM (1""), ESPESSURA DE 4,76 MM (3/16"") E PESO LINEAR DE APROXIMADAMENTE 0,593 KG/M";M;23.9
MATERIAL;588;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 31,75 MM (1 1/4""), ESPESSURA DE 4,76 MM (3/16"") E PESO LINEAR DE APROXIMADAMENTE 0,755 KG/M";M;37.8
MATERIAL;591;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 38,10 MM (1 1/2""), ESPESSURA DE 4,76 MM (3/16"") E PESO LINEAR DE APROXIMADAMENTE 0,915 KG/M";KG;37.93
MATERIAL;584;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 50,80 MM (2""), ESPESSURA DE 3,17 MM (1/8"") E PESO LINEAR DE APROXIMADAMENTE 0,842 KG/M";M;40.37
MATERIAL;589;"CANTONEIRA EM ALUMINIO, ABAS IGUAIS, LARGURA DE 50,80 MM (2""), ESPESSURA DE 6,35 MM (1/4"") E PESO LINEAR DE APROXIMADAMENTE 1,630 KG/M";M;63.9
MATERIAL;1165;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN;20.78
MATERIAL;1164;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN;16.83
MATERIAL;1170;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN;11.03
MATERIAL;1162;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN;5.85
MATERIAL;12395;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/4""";UN;5.69
MATERIAL;1169;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN;54.15
MATERIAL;1166;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN;30.02
MATERIAL;1168;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN;77.2
MATERIAL;1163;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN;7.56
MATERIAL;12396;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/8""";UN;5.69
MATERIAL;1167;"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN;129.13
MATERIAL;36331;CAP PPR DN 20 MM, PARA AGUA QUENTE PREDIAL;UN;2.89
MATERIAL;36346;CAP PPR DN 25 MM, PARA AGUA QUENTE PREDIAL;UN;4.33
MATERIAL;1202;"CAP PVC, ROSCAVEL, 1"", PARA AGUA FRIA PREDIAL";UN;6.25
MATERIAL;1197;"CAP PVC, ROSCAVEL, 1/2"", PARA AGUA FRIA PREDIAL";UN;2.2
MATERIAL;1198;"CAP PVC, ROSCAVEL, 3/4"", PARA AGUA FRIA PREDIAL";UN;2.89
MATERIAL;20088;CAP PVC, SERIE R, DN 100 MM, PARA ESGOTO PREDIAL;UN;17.08
MATERIAL;20089;CAP PVC, SERIE R, DN 150 MM, PARA ESGOTO PREDIAL;UN;83.76
MATERIAL;20087;CAP PVC, SERIE R, DN 75 MM, PARA ESGOTO PREDIAL;UN;14.14
MATERIAL;1191;CAP PVC, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL;UN;1.57
MATERIAL;1185;CAP PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL;UN;1.57
MATERIAL;1189;CAP PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL;UN;2.57
MATERIAL;1193;CAP PVC, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL;UN;4.94
MATERIAL;1194;CAP PVC, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL;UN;8.92
MATERIAL;1195;CAP PVC, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL;UN;15.01
MATERIAL;1204;CAP PVC, SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL;UN;26.26
MATERIAL;1200;CAP PVC, SOLDAVEL, DN 100 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN;12.84
MATERIAL;12909;CAP PVC, SOLDAVEL, DN 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN;5.96
MATERIAL;12910;CAP PVC, SOLDAVEL, DN 75 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN;10.7
MATERIAL;1207;CAP, PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE DE AGUA (NBR 10351);UN;35.51
MATERIAL;1206;CAP, PVC PBA, JE, DN 50 / DE 60 MM, PARA REDE DE AGUA (NBR 10351);UN;8.9
MATERIAL;1183;CAP, PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE DE AGUA (NBR 10351);UN;23.19
MATERIAL;42685;CAP, PVC, JE, OCRE, DN 150 MM (CONEXAO PARA TUBO COLETOR DE ESGOTO);UN;86.8
MATERIAL;42686;CAP, PVC, JE, OCRE, DN 200 MM (CONEXAO PARA TUBO COLETOR DE ESGOTO);UN;95.6
MATERIAL;12894;CAPA PARA CHUVA EM PVC COM FORRO DE POLIESTER, COM CAPUZ (AMARELA OU AZUL);UN;23.53
MATERIAL;12895;CAPACETE DE SEGURANCA ABA FRONTAL COM SUSPENSAO DE POLIETILENO, SEM JUGULAR (CLASSE B);UN;15.8
MATERIAL;1631;CAPACITOR TRIFASICO, POTENCIA 2,5 KVAR, TENSAO 220 V, FORNECIDO COM CAPA PROTETORA, RESISTOR INTERNO A UNIDADE CAPACITIVA;UN;150.28
MATERIAL;1633;CAPACITOR TRIFASICO, POTENCIA 5 KVAR, TENSAO 220 V, FORNECIDO COM CAPA PROTETORA, RESISTOR INTERNO A UNIDADE CAPACITIVA;UN;255.33
MATERIAL;10818;CAPIM BRAQUIARIA DECUMBENS/ BRAQUIARINHA, VC *70*% MINIMO;KG;62.26
MATERIAL;41410;CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, DUAS DESCIDAS;UN;73.75
MATERIAL;41411;CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, UMA DESCIDA;UN;66.86
MATERIAL;41412;CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 350 MM, DUAS DESCIDAS;UN;129.32
MATERIAL;41413;CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H=350 MM, UMA DESCIDA;UN;116.37
MATERIAL;39359;CARENAGEM /TAMPA, EM PLASTICO, COR BRANCA, UTILIZADO EM KIT CHASSI METALICO PARA INSTAL. HIDRAULICA DE CUBA SIMPLES SEM MAQUINA DE LAVAR ROUPA, *355* X *670* MM (L X H) (COM FUROS E DEMAIS ENCAIXES);UN;39.33
MATERIAL;39360;CARENAGEM /TAMPA, EM PLASTICO, COR BRANCA, UTILIZADO EM KIT CHASSI METALICO PARA INSTAL. HIDRAULICA DE TANQUE COM MAQUINA DE LAVAR ROUPA, *360* X *470* MM (L X H) (COM FUROS E DEMAIS ENCAIXES);UN;39.33
SERVIÇOS;10710;CARPETE DE NYLON EM MANTA PARA TRAFEGO COMERCIAL PESADO, E = 6 A 7 MM (INSTALADO);M2;221
SERVIÇOS;10709;CARPETE DE NYLON EM MANTA PARA TRAFEGO COMERCIAL PESADO, E = 9 A 10 MM (INSTALADO);M2;271.51
SERVIÇOS;39636;CARPETE DE NYLON EM PLACAS 50 X 50 CM PARA TRAFEGO COMERCIAL PESADO, E = 6,5 MM (INSTALADO);M2;277.25
SERVIÇOS;10708;CARPETE DE POLIESTER EM MANTA PARA TRAFEGO COMERCIAL PESADO, E = 4 A 5 MM (INSTALADO);M2;85.55
SERVIÇOS;39635;CARPETE DE POLIPROPILENO EM MANTA PARA TRAFEGO COMERCIAL MEDIO, E = 5 A 6 MM (INSTALADO);M2;145.65
MAO DE OBRA;6117;CARPINTEIRO AUXILIAR (HORISTA);H;25.07
MAO DE OBRA;40913;CARPINTEIRO AUXILIAR (MENSALISTA);MES;4391.65
MAO DE OBRA;1214;CARPINTEIRO DE ESQUADRIAS (HORISTA);H;27.39
MAO DE OBRA;40915;CARPINTEIRO DE ESQUADRIAS (MENSALISTA);MES;4797.83
MAO DE OBRA;40914;CARPINTEIRO DE FORMAS OU OFICIAL (MENSALISTA);MES;4797.83
MAO DE OBRA;1213;CARPINTEIRO DE FORMAS PARA CONCRETO (HORISTA);H;27.39
MATERIAL;5091;CARRANCA PARA JANELA VENEZIANA DE ABRIR, EM LATAO CROMADO, SIMPLES, PARA APARAFUSAR NA PAREDE;UN;19.59
MATERIAL;2711;CARRINHO DE MAO, EM ACO, COM CAPACIDADE DE *45 A 65* L / *100* KG, PNEU COM CAMARA;UN;216.26
MATERIAL;45235;CARRINHO PLATAFORMA EM MADEIRA COM ESTRUTURA EM ACO, 1500 X 800 MM, COM CAPACIDADE DE 600 KG, 4 RODAS/PNEUS/CAMARAS;UN;1393.31
EQUIPAMENTO (AQUISIÇÃO);37727;CARROCERIA FIXA ABERTA DE MADEIRA PARA TRANSPORTE GERAL DE CARGA SECA DIMENSOES APROXIMADAS 2,25 X 4,10 X 0,50 M (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN;18958.29
EQUIPAMENTO (AQUISIÇÃO);37730;CARROCERIA FIXA ABERTA DE MADEIRA PARA TRANSPORTE GERAL DE CARGA SECA DIMENSOES APROXIMADAS 2,5 X 6,5 X 0,50 M (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN;29962.05
EQUIPAMENTO (AQUISIÇÃO);37731;CARROCERIA FIXA ABERTA DE MADEIRA PARA TRANSPORTE GERAL DE CARGA SECA DIMENSOES APROXIMADAS 2,5 X 7,00 X 0,50 M (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN;32083.26
EQUIPAMENTO (AQUISIÇÃO);37732;CARROCERIA FIXA ABERTA DE MADEIRA PARA TRANSPORTE GERAL DE CARGA SECA DIMENSOES APROXIMADAS 2,5 X 7,5 X 0,50 M (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN;36590.82
MATERIAL;45194;CAVALETE DE FERRO DOBRAVEL, ALTURA 80 CM;UN;202.85
EQUIPAMENTO (AQUISIÇÃO);37762;CAVALO MECANICO TRACAO 4X2, PESO BRUTO TOTAL 16000 KG, CAPACIDADE MAXIMA DE TRACAO *36000* KG, DISTANCIA ENTRE EIXOS *3,56* M, POTENCIA *286* CV (INCLUI CABINE E CHASSI, NAO INCLUI SEMIRREBOQUE);UN;751776.94
EQUIPAMENTO (AQUISIÇÃO);37763;CAVALO MECANICO TRACAO 4X2, PESO BRUTO TOTAL 16000 KG, CAPACIDADE MAXIMA DE TRACAO *45000* KG, DISTANCIA ENTRE EIXOS *3,56* M, POTENCIA *330* CV (INCLUI CABINE E CHASSI, NAO INCLUI SEMIRREBOQUE);UN;760907.71
EQUIPAMENTO (AQUISIÇÃO);41992;CAVALO MECANICO TRACAO 4X2, PESO BRUTO TOTAL 16000 KG, CAPACIDADE MAXIMA DE TRACAO *80000* KG, POTENCIA *380* CV (INCLUI CABINE E CHASSI, NAO INCLUI SEMIRREBOQUE);UN;865000
EQUIPAMENTO (AQUISIÇÃO);13215;CAVALO MECANICO TRACAO 6X2, PESO BRUTO TOTAL COMBINADO 56000 KG, CAPACIDADE MAXIMA DE TRACAO *66000* KG, POTENCIA *360* CV (INCLUI CABINE E CHASSI, NAO INCLUI SEMIRREBOQUE);UN;1060705.38
MAO DE OBRA;4235;CAVOUQUEIRO OU OPERADOR DE PERFURATRIZ / ROMPEDOR (HORISTA);H;40.65
MAO DE OBRA;40976;CAVOUQUEIRO OU OPERADOR DE PERFURATRIZ / ROMPEDOR (MENSALISTA);MES;7121.46
MATERIAL;43091;CENTRO DE MEDICAO AGRUPADA, EM POLICARBONATO / PVC, COM 12 MEDIDORES E PROTECAO GERAL (INCLUI BARRAMENTO, DISJUNTORES E ACESSORIOS DE FIXACAO) (PADRAO CONCESSIONARIA LOCAL);UN;6022.22
MATERIAL;43092;CENTRO DE MEDICAO AGRUPADA, EM POLICARBONATO / PVC, COM 16 MEDIDORES E PROTECAO GERAL (INCLUI BARRAMENTO, DISJUNTORES E ACESSORIOS DE FIXACAO) (PADRAO CONCESSIONARIA LOCAL);UN;8029.63
MATERIAL;43089;CENTRO DE MEDICAO AGRUPADA, EM POLICARBONATO / PVC, COM 4 MEDIDORES E PROTECAO GERAL (INCLUI BARRAMENTO, DISJUNTORES E ACESSORIOS DE FIXACAO) (PADRAO CONCESSIONARIA LOCAL);UN;1399.39
MATERIAL;43090;CENTRO DE MEDICAO AGRUPADA, EM POLICARBONATO / PVC, COM 8 MEDIDORES E PROTECAO GERAL (INCLUI BARRAMENTO, DISJUNTORES E ACESSORIOS DE FIXACAO) (PADRAO CONCESSIONARIA LOCAL);UN;3088.31
MATERIAL;41967;CERA LIQUIDA INCOLOR MULTIPISO;L;28.44
MATERIAL;12760;CHAPA ACO INOX AISI 304 NUMERO 4 (E = 6 MM), ACABAMENTO NUMERO 1 (LAMINADO A QUENTE, FOSCO);M2;1453.16
MATERIAL;12759;CHAPA ACO INOX AISI 304 NUMERO 9 (E = 4 MM), ACABAMENTO NUMERO 1 (LAMINADO A QUENTE, FOSCO);M2;968.76
MATERIAL;43105;CHAPA DE ACO CARBONO GALVANIZADA, PERFURADA (GRADE FUROS) E = 1,5 MM, DIAMETRO DO FURO = 9,52 MM (FUROS ALTERNADOS HORIZ.);KG;34.73
MATERIAL;40424;"CHAPA DE ACO CARBONO LAMINADO A QUENTE, QUALIDADE ESTRUTURAL, BITOLA 3/16"", E =4,75 MM (37,29 KG/M2)";KG;8.82
MATERIAL;1325;CHAPA DE ACO FINA A FRIO BITOLA MSG 20, E = 0,90 MM (7,20 KG/M2);KG;9.66
MATERIAL;1327;CHAPA DE ACO FINA A FRIO BITOLA MSG 24, E = 0,60 MM (4,80 KG/M2);KG;10.29
MATERIAL;1328;CHAPA DE ACO FINA A FRIO BITOLA MSG 26, E = 0,45 MM (3,60 KG/M2);KG;9.69
MATERIAL;1321;CHAPA DE ACO FINA A QUENTE BITOLA MSG 13, E = 2,25 MM (18,00 KG/M2);KG;8.97
MATERIAL;1318;CHAPA DE ACO FINA A QUENTE BITOLA MSG 14, E = 2,00 MM (16,0 KG/M2);KG;8.98
MATERIAL;1322;CHAPA DE ACO FINA A QUENTE BITOLA MSG 16, E = 1,50 MM (12,00 KG/M2);KG;9.48
MATERIAL;1323;CHAPA DE ACO FINA A QUENTE BITOLA MSG 18, E = 1,20 MM (9,60 KG/M2);KG;9.48
MATERIAL;1319;"CHAPA DE ACO FINA A QUENTE BITOLA MSG 3/16"", E = 4,75 MM (38,00 KG/M2)";KG;7.99
MATERIAL;11026;CHAPA DE ACO GALVANIZADA BITOLA GSG 14, E = 1,95 MM (15,60 KG/M2);KG;10.99
MATERIAL;11027;CHAPA DE ACO GALVANIZADA BITOLA GSG 16, E = 1,55 MM (12,40 KG/M2);KG;11.44
MATERIAL;11046;CHAPA DE ACO GALVANIZADA BITOLA GSG 18, E = 1,25 MM (10,00 KG/M2);KG;10.96
MATERIAL;11047;CHAPA DE ACO GALVANIZADA BITOLA GSG 19, E = 1,11 MM (8,88 KG/M2);KG;11.95
MATERIAL;43668;CHAPA DE ACO GALVANIZADA BITOLA GSG 20, E = 0,95 MM (7,60 KG/M2);KG;10.54
MATERIAL;11049;CHAPA DE ACO GALVANIZADA BITOLA GSG 22, E = 0,80 MM (6,40 KG/M2);KG;11.42
MATERIAL;43106;CHAPA DE ACO GALVANIZADA BITOLA GSG 24, E = 0,64 (5,12 KG/M2);KG;11.49
MATERIAL;11051;CHAPA DE ACO GALVANIZADA BITOLA GSG 26, E = 0,50 MM (4,00 KG/M2);KG;11.99
MATERIAL;11061;CHAPA DE ACO GALVANIZADA BITOLA GSG 30, E = 0,35 MM (2,80 KG/M2);KG;14.38
MATERIAL;43667;"CHAPA DE ACO GROSSA, ASTM A36, E = 1"" (25,40 MM) 199,18 KG/M2";KG;10.45
MATERIAL;1333;"CHAPA DE ACO GROSSA, ASTM A36, E = 1/2"" (12,70 MM) 99,59 KG/M2";KG;8.71
MATERIAL;1330;"CHAPA DE ACO GROSSA, ASTM A36, E = 1/4"" (6,35 MM) 49,79 KG/M2";KG;8.63
MATERIAL;10957;"CHAPA DE ACO GROSSA, ASTM A36, E = 3/4"" (19,05 MM) 149,39 KG/M2";KG;9.95
MATERIAL;1332;"CHAPA DE ACO GROSSA, ASTM A36, E = 3/8"" (9,53 MM) 74,69 KG/M2";KG;8.85
MATERIAL;1334;"CHAPA DE ACO GROSSA, ASTM A36, E = 5/8"" (15,88 MM) 124,49 KG/M2";KG;9.81
MATERIAL;1335;"CHAPA DE ACO GROSSA, ASTM A36, E = 7/8"" (22,23 MM) 174,28 KG/M2";KG;10.13
MATERIAL;40425;"CHAPA DE ACO GROSSA, SAE 1020, BITOLA 1/4"", E = 6,35 MM (49,85 KG/M2)";KG;8.67
MATERIAL;1337;"CHAPA DE ACO XADREZ PARA PISOS, E = 1/4"" (6,30 MM) 54,53 KG/M2";KG;9.95
MATERIAL;34659;CHAPA DE MDF BRANCO LISO 1 FACE, E = 12 MM, DE *2,75 X 1,85* M;M2;48.43
MATERIAL;34514;CHAPA DE MDF BRANCO LISO 1 FACE, E = 15 MM, DE *2,75 X 1,85* M;M2;53.64
MATERIAL;34660;CHAPA DE MDF BRANCO LISO 1 FACE, E = 18 MM, DE *2,75 X 1,85* M;M2;68.07
MATERIAL;34661;CHAPA DE MDF BRANCO LISO 1 FACE, E = 25 MM, DE *2,75 X 1,85* M;M2;97.77
MATERIAL;34667;CHAPA DE MDF BRANCO LISO 1 FACE, E = 6 MM, DE *2,75 X 1,85* M;M2;35.4
MATERIAL;34668;CHAPA DE MDF BRANCO LISO 1 FACE, E = 9 MM, DE *2,75 X 1,85* M;M2;46.27
MATERIAL;34741;CHAPA DE MDF BRANCO LISO 2 FACES, E = 12 MM, DE *2,75 X 1,85* M;M2;50.91
MATERIAL;34664;CHAPA DE MDF BRANCO LISO 2 FACES, E = 15 MM, DE *2,75 X 1,85* M;M2;55.55
MATERIAL;34665;CHAPA DE MDF BRANCO LISO 2 FACES, E = 18 MM, DE *2,75 X 1,85* M;M2;68.96
MATERIAL;34666;CHAPA DE MDF BRANCO LISO 2 FACES, E = 25 MM, DE *2,75 X 1,85* M;M2;104.17
MATERIAL;34669;CHAPA DE MDF BRANCO LISO 2 FACES, E = 6 MM, DE *2,75 X 1,85* M;M2;38.19
MATERIAL;34670;CHAPA DE MDF BRANCO LISO 2 FACES, E = 9 MM, DE *2,75 X 1,85* M;M2;46.71
MATERIAL;34671;CHAPA DE MDF CRU, E = 12 MM, DE *2,75 X 1,85* M;M2;38.99
MATERIAL;34672;CHAPA DE MDF CRU, E = 15 MM, DE *2,75 X 1,85* M;M2;41.12
MATERIAL;34673;CHAPA DE MDF CRU, E = 18 MM, DE *2,75 X 1,85* M;M2;50.17
MATERIAL;34674;CHAPA DE MDF CRU, E = 20 MM, DE *2,75 X 1,85* M;M2;66.7
MATERIAL;34675;CHAPA DE MDF CRU, E = 25 MM, DE *2,75 X 1,85* M;M2;81.32
MATERIAL;34676;CHAPA DE MDF CRU, E = 6 MM, DE *2,75 X 1,85* M;M2;23.41
MATERIAL;34677;CHAPA DE MDF CRU, E = 9 MM, DE *2,75 X 1,85* M;M2;31.48
MATERIAL;43126;CHAPA EM ACO GALVANIZADO PARA STEEL DECK, COM NERVURAS TRAPEZOIDAIS, LARGURA UTIL DE 915 MM E ESPESSURA DE 0,80 MM;M2;114.58
MATERIAL;43124;CHAPA EM ACO GALVANIZADO PARA STEEL DECK, COM NERVURAS TRAPEZOIDAIS, LARGURA UTIL DE 915 MM E ESPESSURA DE 0,95 MM;M2;133.78
MATERIAL;43125;CHAPA EM ACO GALVANIZADO PARA STEEL DECK, COM NERVURAS TRAPEZOIDAIS, LARGURA UTIL DE 915 MM E ESPESSURA DE 1,25 MM;M2;173.5
MATERIAL;40623;"CHAPA PARA EMENDA DE VIGA, EM ACO GROSSO, QUALIDADE ESTRUTURAL, BITOLA 3/16"", E= 4,75 MM, 4 FUROS, LARGURA 45 MM, COMPRIMENTO 500 MM";PAR;96.86
MATERIAL;1345;CHAPA/PAINEL DE MADEIRA COMPENSADA PLASTIFICADA (MADEIRITE PLASTIFICADO) PARA FORMA DE CONCRETO, DE 2200 X 1100 MM, E = *17* MM;M2;69.08
